c,x,y,z,c2,x2,y2,z2
#003510,0.139,-0.155,0.208,,,,
#c92609,0.119,0.744,0.788,,,,
#e0432b,0.098,0.703,0.878,,,,
#002255,-0.196,-0.27,0.333,,,,
#d6a80b,0.577,0.549,0.839,,,,
#2e9868,0.19,-0.37,0.596,,,,
#2998e7,-0.314,-0.676,0.906,,,,
#219860,0.221,-0.411,0.596,,,,
#d6a601,0.606,0.575,0.839,,,,
#007338,0.231,-0.387,0.451,,,,
#191806,0.062,0.041,0.098,,,,
#0041a5,-0.384,-0.521,0.647,,,,
#089849,0.307,-0.474,0.596,,,,
#05984c,0.297,-0.494,0.596,,,,
#021838,-0.123,-0.172,0.22,,,,
#01183d,-0.142,-0.188,0.239,,,,
#0040a3,-0.38,-0.514,0.639,,,,
#0041a3,-0.376,-0.517,0.639,,,,
#016b2d,0.239,-0.34,0.42,,,,
#0147a8,-0.374,-0.537,0.659,,,,
#006b29,0.253,-0.335,0.42,,,,
#0047a8,-0.375,-0.542,0.659,,,,
#cd9704,0.546,0.568,0.804,,,,
#cb9704,0.545,0.558,0.796,,,,
#ca9700,0.559,0.562,0.792,,,,
#c89700,0.557,0.552,0.784,,,,
#c79700,0.557,0.547,0.78,,,,
#c6970c,0.514,0.517,0.776,,,,
#c39701,0.551,0.525,0.765,,,,
#c21700,0.094,0.755,0.761,,,,
#0042ab,-0.402,-0.537,0.671,,,,
#bf1700,0.094,0.743,0.749,,,,
#005f24,0.226,-0.296,0.373,,,,
#bd1701,0.09,0.732,0.741,,,,
#bc1700,0.094,0.731,0.737,,,,
#bb1700,0.094,0.727,0.733,,,,
#ba1700,0.094,0.723,0.729,,,,
#b91700,0.094,0.719,0.725,,,,
#b81700,0.094,0.715,0.722,,,,
#b71700,0.094,0.711,0.718,,,,
#b61700,0.094,0.707,0.714,,,,
#b51700,0.094,0.704,0.71,,,,
#b41700,0.094,0.7,0.706,,,,
#b31700,0.094,0.696,0.702,,,,
#b21700,0.094,0.692,0.698,,,,
#b11700,0.094,0.688,0.694,,,,
#b01700,0.094,0.684,0.69,,,,
#af1700,0.094,0.68,0.686,,,,
#ae1700,0.094,0.676,0.682,,,,
#ad1700,0.094,0.672,0.678,,,,
#ac1700,0.094,0.668,0.675,,,,
#ab1700,0.094,0.664,0.671,,,,
#aa1700,0.094,0.66,0.667,,,,
#a91700,0.094,0.656,0.663,,,,
#a81700,0.094,0.652,0.659,,,,
#a71700,0.094,0.648,0.655,,,,
#a61700,0.094,0.644,0.651,,,,
#a51700,0.094,0.64,0.647,,,,
#a41700,0.094,0.636,0.643,,,,
#a31700,0.094,0.632,0.639,,,,
#a21701,0.09,0.625,0.635,,,,
#a11700,0.094,0.624,0.631,,,,
#0043a3,-0.37,-0.521,0.639,,,,
#9f1701,0.09,0.613,0.624,,,,
#154327,0.107,-0.145,0.263,,,,
#00551b,0.218,-0.252,0.333,,,,
#01551f,0.205,-0.258,0.333,,,,
#931702,0.086,0.562,0.576,,,,
#8f1703,0.082,0.543,0.561,,,,
#8c1704,0.078,0.528,0.549,,,,
#8a1704,0.078,0.52,0.541,,,,
#861705,0.074,0.5,0.525,,,,
#0044ab,-0.395,-0.542,0.671,,,,
#7f1706,0.07,0.469,0.498,,,,
#009d4e,0.31,-0.532,0.616,,,,
#003e88,-0.288,-0.449,0.533,,,,
#005c21,0.224,-0.282,0.361,,,,
#007c31,0.288,-0.392,0.486,,,,
#164527,0.114,-0.145,0.271,,,,
#0045ab,-0.392,-0.544,0.671,,,,
#003ca4,-0.396,-0.506,0.643,,,,
#006326,0.233,-0.31,0.388,,,,
#016322,0.246,-0.295,0.388,,,,
#036336,0.177,-0.332,0.388,,,,
#0046a7,-0.374,-0.537,0.655,,,,
#01621c,0.261,-0.277,0.384,,,,
#006220,0.249,-0.293,0.384,,,,
#006a2c,0.239,-0.34,0.416,,,,
#056234,0.181,-0.317,0.384,,,,
#046234,0.181,-0.321,0.384,,,,
#005a1c,0.233,-0.265,0.353,,,,
#2e9765,0.197,-0.362,0.592,,,,
#239758,0.245,-0.383,0.592,,,,
#01479f,-0.341,-0.517,0.624,,,,
#0a4723,0.139,-0.195,0.278,,,,
#01713f,0.198,-0.392,0.443,,,,
#02712f,0.254,-0.354,0.443,,,,
#06974a,0.3,-0.483,0.592,,,,
#03974d,0.29,-0.503,0.592,,,,
#021736,-0.119,-0.165,0.212,,,,
#011738,-0.127,-0.174,0.22,,,,
#00174c,-0.199,-0.222,0.298,,,,
#019845,0.322,-0.497,0.596,,,,
#003a8d,-0.32,-0.451,0.553,,,,
#00782d,0.286,-0.373,0.471,,,,
#003899,-0.37,-0.473,0.6,,,,
#0057c2,-0.415,-0.637,0.761,,,,
#e9b700,0.67,0.622,0.914,,,,
#eab700,0.67,0.627,0.918,,,,
#00672e,0.221,-0.338,0.404,,,,
#cc9600,0.557,0.574,0.8,,,,
#cb9600,0.556,0.569,0.796,,,,
#ca9600,0.556,0.564,0.792,,,,
#c79603,0.544,0.544,0.78,,,,
#e0b718,0.58,0.528,0.878,,,,
#014eb1,-0.383,-0.574,0.694,,,,
#004eb9,-0.413,-0.596,0.725,,,,
#b91600,0.09,0.72,0.725,,,,
#b51600,0.09,0.704,0.71,,,,
#b41600,0.09,0.7,0.706,,,,
#b31600,0.09,0.696,0.702,,,,
#b21600,0.09,0.692,0.698,,,,
#b11600,0.09,0.688,0.694,,,,
#b01600,0.09,0.684,0.69,,,,
#af1600,0.09,0.68,0.686,,,,
#ae1600,0.09,0.676,0.682,,,,
#ad1600,0.09,0.672,0.678,,,,
#ac1600,0.09,0.668,0.675,,,,
#ab1600,0.09,0.665,0.671,,,,
#aa1600,0.09,0.661,0.667,,,,
#a91600,0.09,0.657,0.663,,,,
#a81600,0.09,0.653,0.659,,,,
#a71600,0.09,0.649,0.655,,,,
#a61600,0.09,0.645,0.651,,,,
#a51600,0.09,0.641,0.647,,,,
#a41600,0.09,0.637,0.643,,,,
#a31600,0.09,0.633,0.639,,,,
#a21600,0.09,0.629,0.635,,,,
#a11600,0.09,0.625,0.631,,,,
#017930,0.28,-0.378,0.475,,,,
#9e1600,0.09,0.613,0.62,,,,
#9d1600,0.09,0.609,0.616,,,,
#9c1601,0.086,0.602,0.612,,,,
#9b1604,0.074,0.588,0.608,,,,
#971602,0.082,0.579,0.592,,,,
#941602,0.082,0.567,0.58,,,,
#921603,0.078,0.555,0.573,,,,
#06793c,0.238,-0.383,0.475,,,,
#007531,0.262,-0.376,0.459,,,,
#8e1604,0.074,0.536,0.557,,,,
#8b1601,0.086,0.534,0.545,,,,
#871605,0.07,0.505,0.529,,,,
#851604,0.074,0.5,0.522,,,,
#801604,0.074,0.481,0.502,,,,
#7b1608,0.057,0.447,0.482,,,,
#003490,-0.35,-0.443,0.565,,,,
#004717,0.181,-0.212,0.278,,,,
#e0ae0d,0.593,0.577,0.878,,,,
#0053ac,-0.348,-0.578,0.675,,,,
#002268,-0.264,-0.311,0.408,,,,
#2f96e7,-0.321,-0.646,0.906,,,,
#e0b622,0.543,0.511,0.878,,,,
#0055b3,-0.367,-0.598,0.702,,,,
#01551b,0.218,-0.247,0.333,,,,
#1d965b,0.232,-0.414,0.588,,,,
#00215d,-0.228,-0.285,0.365,,,,
#00317f,-0.299,-0.399,0.498,,,,
#0e9653,0.263,-0.464,0.588,,,,
#059651,0.272,-0.499,0.588,,,,
#04964a,0.297,-0.49,0.588,,,,
#03964a,0.297,-0.494,0.588,,,,
#021635,-0.119,-0.161,0.208,,,,
#01164b,-0.198,-0.212,0.294,,,,
#0050b3,-0.384,-0.587,0.702,,,,
#017033,0.237,-0.365,0.439,,,,
#02703b,0.209,-0.378,0.439,,,,
#0051b3,-0.381,-0.59,0.702,,,,
#d09500,0.556,0.597,0.816,,,,
#cc9500,0.554,0.577,0.8,,,,
#b97201,0.433,0.577,0.725,,,,
#ca9511,0.493,0.532,0.792,,,,
#c99509,0.521,0.544,0.788,,,,
#c89500,0.552,0.557,0.784,,,,
#c6950e,0.501,0.519,0.776,,,,
#c5950c,0.508,0.518,0.773,,,,
#e3af01,0.64,0.613,0.89,,,,
#1a72c5,-0.326,-0.586,0.773,,,,
#00722d,0.265,-0.36,0.447,,,,
#004f1a,0.2,-0.236,0.31,,,,
#eebe00,0.693,0.626,0.933,,,,
#deaf01,0.636,0.588,0.871,,,,
#ddaf0d,0.594,0.559,0.867,,,,
#dcaf0d,0.593,0.554,0.863,,,,
#b31501,0.082,0.693,0.702,,,,
#006e30,0.24,-0.358,0.431,,,,
#ae1500,0.086,0.677,0.682,,,,
#ad1500,0.086,0.673,0.678,,,,
#ac1500,0.086,0.669,0.675,,,,
#ab1500,0.086,0.665,0.671,,,,
#aa1500,0.086,0.661,0.667,,,,
#a91500,0.086,0.657,0.663,,,,
#a81500,0.086,0.653,0.659,,,,
#a71500,0.086,0.649,0.655,,,,
#a61500,0.086,0.645,0.651,,,,
#a51500,0.086,0.641,0.647,,,,
#a41500,0.086,0.637,0.643,,,,
#a31500,0.086,0.633,0.639,,,,
#a21500,0.086,0.629,0.635,,,,
#a11501,0.082,0.622,0.631,,,,
#a01500,0.086,0.622,0.627,,,,
#9f1502,0.078,0.611,0.624,,,,
#9e1500,0.086,0.614,0.62,,,,
#9c1502,0.078,0.599,0.612,,,,
#9a1502,0.078,0.591,0.604,,,,
#981500,0.086,0.59,0.596,,,,
#971501,0.082,0.583,0.592,,,,
#951504,0.07,0.564,0.584,,,,
#dcab14,0.557,0.552,0.863,,,,
#911501,0.082,0.559,0.569,,,,
#901505,0.066,0.541,0.565,,,,
#8f1506,0.061,0.534,0.561,,,,
#8e1505,0.066,0.533,0.557,,,,
#8c1502,0.078,0.536,0.549,,,,
#8b1504,0.07,0.525,0.545,,,,
#8a1503,0.074,0.524,0.541,,,,
#e1ad09,0.605,0.593,0.882,,,,
#821503,0.074,0.493,0.51,,,,
#0d542b,0.158,-0.229,0.329,,,,
#0054b7,-0.385,-0.606,0.718,,,,
#0e5427,0.171,-0.215,0.329,,,,
#015c2a,0.194,-0.299,0.361,,,,
#025c2a,0.194,-0.295,0.361,,,,
#dbad01,0.629,0.579,0.859,,,,
#dead01,0.631,0.594,0.871,,,,
#ddad01,0.63,0.589,0.867,,,,
#dcad01,0.629,0.584,0.863,,,,
#006c2d,0.243,-0.347,0.424,,,,
#6c1506,0.061,0.395,0.424,,,,
#d7ad01,0.626,0.559,0.843,,,,
#d9ab13,0.559,0.539,0.851,,,,
#0055b7,-0.382,-0.608,0.718,,,,
#011736,-0.119,-0.17,0.212,,,,
#00174e,-0.206,-0.226,0.306,,,,
#cc980d,0.517,0.542,0.8,,,,
#ddab0f,0.576,0.567,0.867,,,,
#003284,-0.313,-0.412,0.518,,,,
#3395e6,-0.32,-0.625,0.902,,,,
#289561,0.205,-0.375,0.584,,,,
#1f95e6,-0.323,-0.711,0.902,,,,
#004b19,0.189,-0.225,0.294,,,,
#1b9559,0.236,-0.416,0.584,,,,
#0039a0,-0.392,-0.49,0.627,,,,
#1595e6,-0.324,-0.753,0.902,,,,
#0c954f,0.274,-0.462,0.584,,,,
#079546,0.306,-0.465,0.584,,,,
#00154f,-0.215,-0.223,0.31,,,,
#002875,-0.292,-0.354,0.459,,,,
#016324,0.24,-0.3,0.388,,,,
#002868,-0.245,-0.326,0.408,,,,
#006328,0.227,-0.315,0.388,,,,
#dfa601,0.611,0.62,0.875,,,,
#001f62,-0.252,-0.29,0.384,,,,
#056330,0.198,-0.311,0.388,,,,
#006730,0.214,-0.342,0.404,,,,
#cc9400,0.551,0.58,0.8,,,,
#d2a601,0.603,0.555,0.824,,,,
#c99400,0.549,0.565,0.788,,,,
#c89409,0.517,0.542,0.784,,,,
#c7940f,0.496,0.525,0.78,,,,
#d4a60d,0.563,0.541,0.831,,,,
#c59407,0.522,0.531,0.773,,,,
#c49400,0.546,0.541,0.769,,,,
#c39405,0.528,0.525,0.765,,,,
#c19401,0.541,0.524,0.757,,,,
#007739,0.242,-0.399,0.467,,,,
#dea705,0.6,0.604,0.871,,,,
#ad1400,0.082,0.673,0.678,,,,
#ab1400,0.082,0.666,0.671,,,,
#aa1400,0.082,0.662,0.667,,,,
#c6a609,0.566,0.478,0.776,,,,
#a71400,0.082,0.65,0.655,,,,
#a61400,0.082,0.646,0.651,,,,
#a51400,0.082,0.642,0.647,,,,
#a41400,0.082,0.638,0.643,,,,
#a31400,0.082,0.634,0.639,,,,
#a21400,0.082,0.63,0.635,,,,
#a11400,0.082,0.626,0.631,,,,
#a01400,0.082,0.622,0.627,,,,
#9f1400,0.082,0.618,0.624,,,,
#9e1400,0.082,0.614,0.62,,,,
#9d1400,0.082,0.61,0.616,,,,
#9c1400,0.082,0.606,0.612,,,,
#9b1400,0.082,0.602,0.608,,,,
#9a1400,0.082,0.598,0.604,,,,
#991400,0.082,0.594,0.6,,,,
#981400,0.082,0.59,0.596,,,,
#971400,0.082,0.586,0.592,,,,
#961400,0.082,0.583,0.588,,,,
#c02208,0.106,0.714,0.753,,,,
#931403,0.07,0.56,0.576,,,,
#00652d,0.217,-0.331,0.396,,,,
#8d1401,0.078,0.543,0.553,,,,
#d2a411,0.542,0.529,0.824,,,,
#d1a401,0.597,0.556,0.82,,,,
#821403,0.07,0.493,0.51,,,,
#002465,-0.247,-0.309,0.396,,,,
#00357f,-0.285,-0.408,0.498,,,,
#004617,0.177,-0.209,0.275,,,,
#00285a,-0.194,-0.295,0.353,,,,
#dba501,0.606,0.603,0.859,,,,
#d9a505,0.591,0.585,0.851,,,,
#d8a501,0.604,0.588,0.847,,,,
#d5a501,0.602,0.573,0.835,,,,
#003fa0,-0.372,-0.505,0.627,,,,
#013f9c,-0.357,-0.492,0.612,,,,
#003b9c,-0.371,-0.487,0.612,,,,
#023f9c,-0.357,-0.487,0.612,,,,
#002362,-0.24,-0.3,0.384,,,,
#016a25,0.262,-0.318,0.416,,,,
#006a25,0.262,-0.323,0.416,,,,
#2394e5,-0.322,-0.689,0.898,,,,
#2094e5,-0.322,-0.702,0.898,,,,
#00297b,-0.31,-0.37,0.482,,,,
#00215b,-0.221,-0.28,0.357,,,,
#0c9453,0.256,-0.468,0.58,,,,
#031408,0.045,-0.049,0.078,,,,
#011434,-0.122,-0.158,0.204,,,,
#002061,-0.246,-0.291,0.38,,,,
#d0a410,0.544,0.521,0.816,,,,
#d4a404,0.588,0.565,0.831,,,,
#d5a400,0.603,0.578,0.835,,,,
#00612d,0.203,-0.322,0.38,,,,
#dbae0d,0.59,0.552,0.859,,,,
#016723,0.257,-0.306,0.404,,,,
#daae15,0.561,0.531,0.855,,,,
#ddae01,0.633,0.586,0.867,,,,
#dcae01,0.632,0.581,0.863,,,,
#026733,0.203,-0.34,0.404,,,,
#007f36,0.282,-0.411,0.498,,,,
#cd9301,0.545,0.586,0.804,,,,
#d6ae01,0.628,0.551,0.839,,,,
#c9930c,0.504,0.543,0.788,,,,
#c8930c,0.504,0.538,0.784,,,,
#c79300,0.545,0.558,0.78,,,,
#d0ae09,0.596,0.504,0.816,,,,
#c59301,0.541,0.546,0.773,,,,
#c49304,0.529,0.535,0.769,,,,
#006229,0.22,-0.315,0.384,,,,
#016e29,0.263,-0.337,0.431,,,,
#006e31,0.237,-0.361,0.431,,,,
#d69f00,0.589,0.598,0.839,,,,
#d49f00,0.588,0.588,0.831,,,,
#a51300,0.078,0.642,0.647,,,,
#a41300,0.078,0.638,0.643,,,,
#a31301,0.074,0.631,0.639,,,,
#f0bd10,0.635,0.606,0.941,,,,
#a11300,0.078,0.627,0.631,,,,
#a01300,0.078,0.623,0.627,,,,
#9f1300,0.078,0.619,0.624,,,,
#9e1300,0.078,0.615,0.62,,,,
#9d1300,0.078,0.611,0.616,,,,
#9c1300,0.078,0.607,0.612,,,,
#9b1300,0.078,0.603,0.608,,,,
#9a1300,0.078,0.599,0.604,,,,
#991300,0.078,0.595,0.6,,,,
#981300,0.078,0.591,0.596,,,,
#971300,0.078,0.587,0.592,,,,
#961300,0.078,0.583,0.588,,,,
#951300,0.078,0.579,0.584,,,,
#941301,0.074,0.572,0.58,,,,
#931300,0.078,0.571,0.576,,,,
#911300,0.078,0.563,0.569,,,,
#8f1301,0.074,0.552,0.561,,,,
#e5bd2c,0.531,0.495,0.898,,,,
#8a1304,0.061,0.522,0.541,,,,
#d5ac01,0.622,0.552,0.835,,,,
#008c3b,0.313,-0.451,0.549,,,,
#cfac11,0.562,0.489,0.812,,,,
#005c26,0.208,-0.295,0.361,,,,
#e1ac01,0.63,0.612,0.882,,,,
#00439b,-0.34,-0.504,0.608,,,,
#014397,-0.326,-0.49,0.592,,,,
#002b6b,-0.246,-0.34,0.42,,,,
#014ab1,-0.397,-0.565,0.694,,,,
#3993e1,-0.308,-0.582,0.882,,,,
#004aad,-0.383,-0.56,0.678,,,,
#dfa903,0.613,0.607,0.875,,,,
#f3c81a,0.633,0.568,0.953,,,,
#d39b00,0.576,0.594,0.827,,,,
#dca903,0.611,0.592,0.863,,,,
#25935e,0.209,-0.378,0.576,,,,
#002d81,-0.319,-0.393,0.506,,,,
#005b18,0.249,-0.256,0.357,,,,
#1b9357,0.235,-0.408,0.576,,,,
#0151b2,-0.377,-0.583,0.698,,,,
#003913,0.144,-0.171,0.224,,,,
#003995,-0.352,-0.466,0.584,,,,
#ce9b0c,0.531,0.545,0.808,,,,
#d7a913,0.552,0.535,0.843,,,,
#d6a90f,0.565,0.538,0.839,,,,
#d5a90f,0.565,0.533,0.835,,,,
#d4a903,0.606,0.552,0.831,,,,
#069342,0.313,-0.456,0.576,,,,
#02934f,0.268,-0.501,0.576,,,,
#01130d,0.024,-0.066,0.075,,,,
#00134c,-0.211,-0.211,0.298,,,,
#0078d8,-0.38,-0.757,0.847,,,,
#005c27,0.205,-0.297,0.361,,,,
#027838,0.249,-0.39,0.471,,,,
#0058b4,-0.36,-0.607,0.706,,,,
#b99b34,0.378,0.359,0.725,,,,
#003388,-0.325,-0.423,0.533,,,,
#001846,-0.174,-0.212,0.275,,,,
#023915,0.137,-0.167,0.224,,,,
#00773a,0.239,-0.401,0.467,,,,
#107838,0.245,-0.326,0.471,,,,
#ce9200,0.546,0.595,0.808,,,,
#017736,0.252,-0.388,0.467,,,,
#c99200,0.543,0.571,0.788,,,,
#c89209,0.511,0.547,0.784,,,,
#c7920c,0.5,0.536,0.78,,,,
#c69204,0.528,0.548,0.776,,,,
#c39205,0.522,0.531,0.765,,,,
#c19202,0.532,0.527,0.757,,,,
#002675,-0.298,-0.349,0.459,,,,
#b02005,0.11,0.661,0.69,,,,
#bc2001,0.127,0.722,0.737,,,,
#001630,-0.101,-0.159,0.188,,,,
#ca9604,0.542,0.556,0.792,,,,
#b92001,0.127,0.71,0.725,,,,
#c79600,0.554,0.55,0.78,,,,
#a11200,0.074,0.627,0.631,,,,
#9f1201,0.07,0.616,0.624,,,,
#9e1200,0.074,0.615,0.62,,,,
#9d1200,0.074,0.611,0.616,,,,
#9c1200,0.074,0.607,0.612,,,,
#9b1200,0.074,0.603,0.608,,,,
#9a1201,0.07,0.596,0.604,,,,
#991200,0.074,0.595,0.6,,,,
#981200,0.074,0.592,0.596,,,,
#971200,0.074,0.588,0.592,,,,
#961200,0.074,0.584,0.588,,,,
#951200,0.074,0.58,0.584,,,,
#941200,0.074,0.576,0.58,,,,
#931200,0.074,0.572,0.576,,,,
#921200,0.074,0.568,0.573,,,,
#911200,0.074,0.564,0.569,,,,
#901201,0.07,0.556,0.565,,,,
#8f1200,0.074,0.556,0.561,,,,
#8e1200,0.074,0.552,0.557,,,,
#8d1200,0.074,0.548,0.553,,,,
#8c1200,0.074,0.544,0.549,,,,
#ad2005,0.11,0.65,0.678,,,,
#e1b518,0.575,0.539,0.882,,,,
#a3200d,0.078,0.583,0.639,,,,
#005c2b,0.191,-0.306,0.361,,,,
#003492,-0.357,-0.447,0.573,,,,
#a92009,0.094,0.62,0.663,,,,
#6e1207,0.045,0.401,0.431,,,,
#e3b408,0.629,0.584,0.89,,,,
#c92001,0.127,0.774,0.788,,,,
#003384,-0.31,-0.414,0.518,,,,
#b49628,0.402,0.373,0.706,,,,
#cd2001,0.127,0.79,0.804,,,,
#005420,0.199,-0.263,0.329,,,,
#3a92e3,-0.319,-0.581,0.89,,,,
#c02001,0.127,0.738,0.753,,,,
#c42001,0.127,0.754,0.769,,,,
#2b9264,0.182,-0.361,0.573,,,,
#26925b,0.215,-0.365,0.573,,,,
#d8a700,0.613,0.584,0.847,,,,
#ca9300,0.547,0.573,0.792,,,,
#daac0e,0.58,0.551,0.855,,,,
#0d92e4,-0.328,-0.777,0.894,,,,
#c59300,0.544,0.548,0.773,,,,
#001247,-0.196,-0.198,0.278,,,,
#005423,0.189,-0.27,0.329,,,,
#00712d,0.261,-0.358,0.443,,,,
#001b56,-0.222,-0.254,0.337,,,,
#031b42,-0.149,-0.197,0.259,,,,
#ac2208,0.106,0.634,0.675,,,,
#006f37,0.219,-0.376,0.435,,,,
#af220c,0.09,0.633,0.686,,,,
#041b3e,-0.134,-0.184,0.243,,,,
#b6780c,0.412,0.524,0.714,,,,
#d9ae04,0.62,0.56,0.851,,,,
#d49e00,0.585,0.591,0.831,,,,
#c4910e,0.488,0.52,0.769,,,,
#c2910c,0.494,0.515,0.761,,,,
#dfae04,0.624,0.59,0.875,,,,
#bf9102,0.528,0.52,0.749,,,,
#dcac0e,0.581,0.561,0.863,,,,
#006e27,0.27,-0.337,0.431,,,,
#005621,0.203,-0.269,0.337,,,,
#cd9e00,0.581,0.556,0.804,,,,
#deae0c,0.595,0.569,0.871,,,,
#cc9e10,0.524,0.518,0.8,,,,
#dfa500,0.612,0.625,0.875,,,,
#dcae10,0.58,0.551,0.863,,,,
#002165,-0.257,-0.302,0.396,,,,
#9b1100,0.07,0.604,0.608,,,,
#9a1100,0.07,0.6,0.604,,,,
#981100,0.07,0.592,0.596,,,,
#971100,0.07,0.588,0.592,,,,
#961100,0.07,0.584,0.588,,,,
#951100,0.07,0.58,0.584,,,,
#941100,0.07,0.576,0.58,,,,
#931100,0.07,0.572,0.576,,,,
#921100,0.07,0.568,0.573,,,,
#911100,0.07,0.564,0.569,,,,
#901100,0.07,0.56,0.565,,,,
#8f1100,0.07,0.556,0.561,,,,
#8e1100,0.07,0.552,0.557,,,,
#8d1100,0.07,0.549,0.553,,,,
#8c1100,0.07,0.545,0.549,,,,
#8b1100,0.07,0.541,0.545,,,,
#8a1100,0.07,0.537,0.541,,,,
#891100,0.07,0.533,0.537,,,,
#881100,0.07,0.529,0.533,,,,
#871102,0.061,0.518,0.529,,,,
#004d1e,0.18,-0.242,0.302,,,,
#edbc00,0.686,0.627,0.929,,,,
#ecbc00,0.686,0.622,0.925,,,,
#004c1a,0.189,-0.23,0.298,,,,
#2f9764,0.2,-0.355,0.592,,,,
#003b95,-0.345,-0.471,0.584,,,,
#006b37,0.204,-0.366,0.42,,,,
#d29a00,0.572,0.592,0.824,,,,
#00964c,0.291,-0.511,0.588,,,,
#cb9a00,0.568,0.558,0.796,,,,
#ce9a08,0.542,0.556,0.808,,,,
#3691e3,-0.323,-0.597,0.89,,,,
#bf2105,0.115,0.72,0.749,,,,
#009744,0.322,-0.497,0.592,,,,
#001948,-0.178,-0.219,0.282,,,,
#b12109,0.098,0.651,0.694,,,,
#0d91e5,-0.336,-0.778,0.898,,,,
#c18b0f,0.465,0.52,0.757,,,,
#01110b,0.024,-0.058,0.067,,,,
#001112,-0.004,-0.07,0.071,,,,
#00296e,-0.263,-0.342,0.431,,,,
#008834,0.321,-0.426,0.533,,,,
#a12109,0.098,0.588,0.631,,,,
#09894b,0.244,-0.439,0.537,,,,
#003fa1,-0.376,-0.507,0.631,,,,
#d3a203,0.585,0.568,0.827,,,,
#001745,-0.174,-0.207,0.271,,,,
#cb9000,0.538,0.586,0.796,,,,
#c7900d,0.491,0.54,0.78,,,,
#c6900e,0.486,0.533,0.776,,,,
#c59003,0.525,0.551,0.773,,,,
#c49000,0.535,0.552,0.769,,,,
#c39003,0.524,0.541,0.765,,,,
#c29002,0.527,0.538,0.761,,,,
#c19003,0.522,0.531,0.757,,,,
#003ea4,-0.39,-0.511,0.643,,,,
#013ea4,-0.39,-0.507,0.643,,,,
#006a39,0.193,-0.368,0.416,,,,
#006e3a,0.205,-0.38,0.431,,,,
#d2a610,0.551,0.525,0.824,,,,
#b19026,0.39,0.38,0.694,,,,
#d7a610,0.554,0.55,0.843,,,,
#00662b,0.228,-0.329,0.4,,,,
#d4a608,0.58,0.551,0.831,,,,
#018b3b,0.309,-0.444,0.545,,,,
#002667,-0.248,-0.319,0.404,,,,
#002d84,-0.33,-0.399,0.518,,,,
#971000,0.066,0.589,0.592,,,,
#961000,0.066,0.585,0.588,,,,
#951000,0.066,0.581,0.584,,,,
#941000,0.066,0.577,0.58,,,,
#921000,0.066,0.569,0.573,,,,
#911000,0.066,0.565,0.569,,,,
#901000,0.066,0.561,0.565,,,,
#8f1000,0.066,0.557,0.561,,,,
#8e1000,0.066,0.553,0.557,,,,
#8d1000,0.066,0.549,0.553,,,,
#8c1000,0.066,0.545,0.549,,,,
#8b1000,0.066,0.541,0.545,,,,
#8a1000,0.066,0.537,0.541,,,,
#891000,0.066,0.533,0.537,,,,
#881000,0.066,0.529,0.533,,,,
#871000,0.066,0.525,0.529,,,,
#861000,0.066,0.521,0.525,,,,
#851000,0.066,0.517,0.522,,,,
#841000,0.066,0.513,0.518,,,,
#831000,0.066,0.51,0.514,,,,
#821000,0.066,0.506,0.51,,,,
#811000,0.066,0.502,0.506,,,,
#801000,0.066,0.498,0.502,,,,
#011442,-0.172,-0.188,0.259,,,,
#00144a,-0.201,-0.21,0.29,,,,
#d7a40e,0.555,0.56,0.843,,,,
#001b51,-0.204,-0.243,0.318,,,,
#e4ae08,0.613,0.607,0.894,,,,
#009e50,0.306,-0.539,0.62,,,,
#00449d,-0.344,-0.51,0.616,,,,
#e0ae10,0.583,0.571,0.878,,,,
#e1ae10,0.583,0.576,0.882,,,,
#008f43,0.296,-0.476,0.561,,,,
#1b9055,0.231,-0.396,0.565,,,,
#e1ab03,0.62,0.611,0.882,,,,
#b8800b,0.441,0.515,0.722,,,,
#071008,0.028,-0.021,0.063,,,,
#049048,0.282,-0.471,0.565,,,,
#03903d,0.32,-0.451,0.565,,,,
#01101d,-0.051,-0.097,0.114,,,,
#00100c,0.016,-0.061,0.063,,,,
#1d80cf,-0.313,-0.624,0.812,,,,
#008032,0.299,-0.403,0.502,,,,
#daab13,0.56,0.544,0.855,,,,
#05803e,0.257,-0.408,0.502,,,,
#be8307,0.468,0.544,0.745,,,,
#d9ab0f,0.573,0.547,0.851,,,,
#008034,0.292,-0.408,0.502,,,,
#dcab07,0.603,0.578,0.863,,,,
#008137,0.286,-0.417,0.506,,,,
#00773c,0.232,-0.405,0.467,,,,
#006f3a,0.209,-0.382,0.435,,,,
#c62101,0.131,0.761,0.776,,,,
#ca8f00,0.535,0.584,0.792,,,,
#c78f03,0.523,0.563,0.78,,,,
#c58f08,0.504,0.543,0.773,,,,
#c28f0f,0.478,0.514,0.761,,,,
#0182df,-0.37,-0.788,0.875,,,,
#006622,0.257,-0.306,0.4,,,,
#008e3f,0.306,-0.465,0.557,,,,
#c48e0b,0.49,0.535,0.769,,,,
#00833b,0.28,-0.431,0.514,,,,
#00713a,0.216,-0.387,0.443,,,,
#900f00,0.061,0.561,0.565,,,,
#8d0f00,0.061,0.55,0.553,,,,
#8c0f00,0.061,0.546,0.549,,,,
#8a0f00,0.061,0.538,0.541,,,,
#890f00,0.061,0.534,0.537,,,,
#880f00,0.061,0.53,0.533,,,,
#870f00,0.061,0.526,0.529,,,,
#860f00,0.061,0.522,0.525,,,,
#850f00,0.061,0.518,0.522,,,,
